Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year,Sector,Latitude,Longitude
MEDICOR MEDICAL SUPPLIES,"Wingepark 5B, 3110 Rotselaar, Belgium","46460, 46460, 51460, 51460",462198367.0,1997-12-23,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=462198367, databe: https://data.be/en/company/0462198367, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0462198367&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0462198367, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=462198367, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0462198367, kbodata: http://data.kbodata.be/organisation/0462_198_367, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0462198367, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0462198367, opencorporates: https://opencorporates.com/companies/be/0462198367, opencorporatesapi: https://api.opencorporates.com/companies/be/0462198367, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0462198367, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0462198367, trendstop: http://trendstop.knack.be/en/detail/0462198367, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0462198367",14,"15,521",2022.0,LA_WSale_Farma,50.9401717,4.7431668
KRKA BELGIUM,"Louizalaan 221, 1050 Brussel, Belgium","46460, 46460",508714223.0,2012-12-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=508714223, databe: https://data.be/en/company/0508714223, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0508714223&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0508714223, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=508714223, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0508714223, kbodata: http://data.kbodata.be/organisation/0508_714_223, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0508714223, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0508714223, opencorporates: https://opencorporates.com/companies/be/0508714223, opencorporatesapi: https://api.opencorporates.com/companies/be/0508714223, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0508714223, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0508714223, trendstop: http://trendstop.knack.be/en/detail/0508714223, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0508714223",18,"15,275",2022.0,LA_WSale_Farma,50.8166632,4.371242700000001
TOBUFAR,"Joseph Bensstraat 83A, 1180 Ukkel, Belgium","46460, 46460, 51460, 51460",464486973.0,1998-10-30,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=464486973, databe: https://data.be/en/company/0464486973, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0464486973&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0464486973, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=464486973, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0464486973, kbodata: http://data.kbodata.be/organisation/0464_486_973, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0464486973, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0464486973, opencorporates: https://opencorporates.com/companies/be/0464486973, opencorporatesapi: https://api.opencorporates.com/companies/be/0464486973, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0464486973, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0464486973, trendstop: http://trendstop.knack.be/en/detail/0464486973, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0464486973",2,"14,129",2022.0,LA_WSale_Farma,50.8067931,4.3320354
GUERBET,"Gemeenschappenlaan 110, 1200 Sint-Lambrechts-Woluwe, Belgium","46460, 46460, 51460, 51460",403054893.0,1952-05-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403054893, databe: https://data.be/en/company/0403054893, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403054893&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403054893, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403054893, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403054893, kbodata: http://data.kbodata.be/organisation/0403_054_893, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403054893, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403054893, opencorporates: https://opencorporates.com/companies/be/0403054893, opencorporatesapi: https://api.opencorporates.com/companies/be/0403054893, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403054893, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403054893, trendstop: http://trendstop.knack.be/en/detail/0403054893, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403054893",13,"12,766",2022.0,LA_WSale_Farma,50.8551303,4.4270587
MATHYS ORTHOPAEDICS BELUX,"Interleuvenlaan 15H, 3001 Leuven, Belgium","46460, 46460, 47740, 51460, 52320, 51460",860800170.0,2003-10-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=860800170, databe: https://data.be/en/company/0860800170, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0860800170&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0860800170, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=860800170, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0860800170, kbodata: http://data.kbodata.be/organisation/0860_800_170, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0860800170, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0860800170, opencorporates: https://opencorporates.com/companies/be/0860800170, opencorporatesapi: https://api.opencorporates.com/companies/be/0860800170, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0860800170, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0860800170, trendstop: http://trendstop.knack.be/en/detail/0860800170, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0860800170",16,"11,152",2022.0,LA_WSale_Farma,50.8480952,4.7324231
STERIS,"De Keyserlei 58-60, 2018 Antwerpen, Belgium","46460, 46460, 51810, 51460",440556578.0,1990-04-10,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=440556578, databe: https://data.be/en/company/0440556578, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0440556578&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0440556578, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=440556578, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0440556578, kbodata: http://data.kbodata.be/organisation/0440_556_578, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0440556578, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0440556578, opencorporates: https://opencorporates.com/companies/be/0440556578, opencorporatesapi: https://api.opencorporates.com/companies/be/0440556578, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0440556578, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0440556578, trendstop: http://trendstop.knack.be/en/detail/0440556578, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0440556578",9,"10,897",2022.0,LA_WSale_Farma,51.2171982,4.4189804
DISTRAC,"Bleyveldstraat 14, 3320 Hoegaarden, Belgium","46460, 46460, 51460, 51460",448825928.0,1992-12-23,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=448825928, databe: https://data.be/en/company/0448825928, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0448825928&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0448825928, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=448825928, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0448825928, kbodata: http://data.kbodata.be/organisation/0448_825_928, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0448825928, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0448825928, opencorporates: https://opencorporates.com/companies/be/0448825928, opencorporatesapi: https://api.opencorporates.com/companies/be/0448825928, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0448825928, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0448825928, trendstop: http://trendstop.knack.be/en/detail/0448825928, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0448825928",16,"10,072",2022.0,LA_WSale_Farma,50.77088740000001,4.908871599999999
SEPTODONT,"Rue du Pont de Créteil 58, F-94107 Saint Maur Des Fosses,, Belgium",,561889524.0,1932-01-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=561889524, databe: https://data.be/en/company/0561889524, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0561889524&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0561889524, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=561889524, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0561889524, kbodata: http://data.kbodata.be/organisation/0561_889_524, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0561889524, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0561889524, opencorporates: https://opencorporates.com/companies/be/0561889524, opencorporatesapi: https://api.opencorporates.com/companies/be/0561889524, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0561889524, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0561889524, trendstop: http://trendstop.knack.be/en/detail/0561889524, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0561889524",15,"8,747",2022.0,LA_WSale_Farma,48.803168,2.4714226
ASHFIELD,"Belgicastraat 1, 1930 Zaventem, Belgium","46120, 46460, 51460, 51150",453211516.0,1994-08-04,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=453211516, databe: https://data.be/en/company/0453211516, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0453211516&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0453211516, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=453211516, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0453211516, kbodata: http://data.kbodata.be/organisation/0453_211_516, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0453211516, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0453211516, opencorporates: https://opencorporates.com/companies/be/0453211516, opencorporatesapi: https://api.opencorporates.com/companies/be/0453211516, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0453211516, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0453211516, trendstop: http://trendstop.knack.be/en/detail/0453211516, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0453211516",74,"8,587",2022.0,LA_WSale_Farma,50.8801914,4.457414600000001
EAGLESTONE SERVICES,"Louizalaan 489, 1050 Elsene, Belgium","70220, 46460, 68100, 68311, 70210, 70220",500826935.0,2012-11-15,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=500826935, databe: https://data.be/en/company/0500826935, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0500826935&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0500826935, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=500826935, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0500826935, kbodata: http://data.kbodata.be/organisation/0500_826_935, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0500826935, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0500826935, opencorporates: https://opencorporates.com/companies/be/0500826935, opencorporatesapi: https://api.opencorporates.com/companies/be/0500826935, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0500826935, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0500826935, trendstop: http://trendstop.knack.be/en/detail/0500826935, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0500826935",13,"8,410",2022.0,LA_WSale_Farma,50.8166704,4.37124
EPPENDORF BELGIUM,"Nijverheidslaan 22, 3200 Aarschot, Belgium","46499, 46460, 46120, 51460, 51120, 51478",434253657.0,1988-05-11,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=434253657, databe: https://data.be/en/company/0434253657, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0434253657&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0434253657, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=434253657, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0434253657, kbodata: http://data.kbodata.be/organisation/0434_253_657, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0434253657, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0434253657, opencorporates: https://opencorporates.com/companies/be/0434253657, opencorporatesapi: https://api.opencorporates.com/companies/be/0434253657, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0434253657, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0434253657, trendstop: http://trendstop.knack.be/en/detail/0434253657, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0434253657",14,"8,244",2022.0,LA_WSale_Farma,50.9919985,4.8215784
EFFIK BENELUX,"Lennikse Baan 451, 1070 Anderlecht, Belgium","46460, 46460",838111078.0,2011-07-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=838111078, databe: https://data.be/en/company/0838111078, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0838111078&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0838111078, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=838111078, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0838111078, kbodata: http://data.kbodata.be/organisation/0838_111_078, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0838111078, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0838111078, opencorporates: https://opencorporates.com/companies/be/0838111078, opencorporatesapi: https://api.opencorporates.com/companies/be/0838111078, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0838111078, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0838111078, trendstop: http://trendstop.knack.be/en/detail/0838111078, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0838111078",18,"7,609",2022.0,LA_WSale_Farma,50.8166399,4.2715212
ALMIRALL,"Arianelaan 5, 1200 Sint-Lambrechts-Woluwe, Belgium","46460, 46460, 51460, 51460",403090131.0,1968-01-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403090131, databe: https://data.be/en/company/0403090131, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403090131&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403090131, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403090131, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403090131, kbodata: http://data.kbodata.be/organisation/0403_090_131, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403090131, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403090131, opencorporates: https://opencorporates.com/companies/be/0403090131, opencorporatesapi: https://api.opencorporates.com/companies/be/0403090131, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403090131, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403090131, trendstop: http://trendstop.knack.be/en/detail/0403090131, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403090131",12,"7,505",2022.0,LA_WSale_Farma,50.8575909,4.431181599999999
HRA PHARMA BENELUX,"Burgemeester Etienne Demunterl. 5, 1090 Jette, Belgium","46460, 46460, 46150",543727164.0,2014-01-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=543727164, databe: https://data.be/en/company/0543727164, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0543727164&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0543727164, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=543727164, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0543727164, kbodata: http://data.kbodata.be/organisation/0543_727_164, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0543727164, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0543727164, opencorporates: https://opencorporates.com/companies/be/0543727164, opencorporatesapi: https://api.opencorporates.com/companies/be/0543727164, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0543727164, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0543727164, trendstop: http://trendstop.knack.be/en/detail/0543727164, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0543727164",3,"6,394",2022.0,LA_WSale_Farma,50.8872066,4.306384299999999
BK MEDICAL BENELUX,"Generaal De Wittelaan 19, 2800 Mechelen, Belgium","46460, 46460, 51460, 51873",447494751.0,1992-06-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=447494751, databe: https://data.be/en/company/0447494751, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0447494751&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0447494751, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=447494751, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0447494751, kbodata: http://data.kbodata.be/organisation/0447_494_751, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0447494751, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0447494751, opencorporates: https://opencorporates.com/companies/be/0447494751, opencorporatesapi: https://api.opencorporates.com/companies/be/0447494751, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0447494751, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0447494751, trendstop: http://trendstop.knack.be/en/detail/0447494751, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0447494751",8,"6,125",2022.0,LA_WSale_Farma,51.0538693,4.4542472
IMMED BENELUX,"Grasmusdreef 43, 1630 Linkebeek, Belgium","46460, 46460, 51871, 29564, 51460",466908609.0,1999-09-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=466908609, databe: https://data.be/en/company/0466908609, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0466908609&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0466908609, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=466908609, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0466908609, kbodata: http://data.kbodata.be/organisation/0466_908_609, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0466908609, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0466908609, opencorporates: https://opencorporates.com/companies/be/0466908609, opencorporatesapi: https://api.opencorporates.com/companies/be/0466908609, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0466908609, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0466908609, trendstop: http://trendstop.knack.be/en/detail/0466908609, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0466908609",6,"5,877",2022.0,LA_WSale_Farma,50.76772279999999,4.3360869
CURIUM BELGIUM,"Schaliënhoevedreef 20T, 2800 Mechelen, Belgium","46460, 46460, 70220",500920272.0,2012-11-15,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=500920272, databe: https://data.be/en/company/0500920272, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0500920272&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0500920272, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=500920272, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0500920272, kbodata: http://data.kbodata.be/organisation/0500_920_272, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0500920272, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0500920272, opencorporates: https://opencorporates.com/companies/be/0500920272, opencorporatesapi: https://api.opencorporates.com/companies/be/0500920272, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0500920272, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0500920272, trendstop: http://trendstop.knack.be/en/detail/0500920272, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0500920272",6,"5,703",2022.0,LA_WSale_Farma,51.0559338,4.458132099999999
GREINER BIO-ONE,"Leuvensesteenweg 248D, 1800 Vilvoorde, Belgium","46499, 46460, 51472, 51478",419601016,1979-06-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=419601016, databe: https://data.be/en/company/0419601016, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0419601016&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0419601016, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=419601016, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0419601016, kbodata: http://data.kbodata.be/organisation/0419_601_016, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0419601016, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0419601016, opencorporates: https://opencorporates.com/companies/be/0419601016, opencorporatesapi: https://api.opencorporates.com/companies/be/0419601016, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0419601016, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0419601016, trendstop: http://trendstop.knack.be/en/detail/0419601016, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0419601016",7,"5,115",2022.0,LA_WSale_Farma,50.9243696,4.4487293
